,UID,company,drugName,BTDdate,approvDate,ticker,date,daysFromBTD,daysFromApprov,value,pcReturn
77,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,4/16/14,-8,-586,40.1261634,0.002268106
78,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,4/17/14,-7,-585,75.96937529,0.001257891
79,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,4/21/14,-3,-581,36.46228819,0.008784082
80,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,4/22/14,-2,-580,17.309778,0.007460303
81,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,4/23/14,-1,-579,61.52226979,0.00693868
82,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,4/24/14,0,-578,86.13384407,0.004176929
83,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,4/25/14,1,-577,82.01457496,0.000771292
84,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,4/28/14,4,-574,61.02553276,0.003398132
85,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,4/29/14,5,-573,95.10912603,0.006513752
86,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,4/30/14,6,-572,11.68072636,0.006418656
87,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,5/1/14,7,-571,78.32698231,0.003427316
88,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,5/2/14,8,-570,37.44626816,0.007821897
89,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,5/5/14,11,-567,84.32704911,0.000776181
90,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,5/6/14,12,-566,34.18694172,0.000505507
91,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,5/7/14,13,-565,86.86452386,0.008357224
92,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,5/8/14,14,-564,20.82566328,0.008657433
93,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,5/9/14,15,-563,58.95797392,0.009632876
94,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,5/12/14,18,-560,83.78055812,0.002326165
95,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,5/13/14,19,-559,10.28965759,0.003670299
96,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,5/14/14,20,-558,59.79810832,0.005047544
97,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,5/15/14,21,-557,33.77062317,0.000853764
98,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,5/16/14,22,-556,78.37085829,0.009550938
99,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,5/19/14,25,-553,20.10720779,0.004862737
100,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,5/20/14,26,-552,15.04843686,0.006587117
101,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,5/21/14,27,-551,10.70143485,0.005423995
102,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,5/22/14,28,-550,26.87639629,0.007567756
103,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,5/23/14,29,-549,51.9688826,0.007490092
104,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,5/27/14,33,-545,50.16006263,0.005902989
105,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,5/28/14,34,-544,53.71184452,0.002285076
106,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,5/29/14,35,-543,72.67433701,0.000118563
107,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,5/30/14,36,-542,29.80461259,0.006927616
108,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,6/2/14,39,-539,38.566404,0.000520213
109,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,6/3/14,40,-538,40.71238239,0.006947558
110,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,6/4/14,41,-537,90.8456316,0.000994214
111,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,6/5/14,42,-536,19.35100026,0.008894357
112,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,6/6/14,43,-535,94.74895622,0.006971314
113,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,6/9/14,46,-532,7.22539704,0.00370963
114,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,6/10/14,47,-531,91.29803946,0.007570252
115,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,6/11/14,48,-530,13.01330984,0.004032013
116,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,6/12/14,49,-529,59.24010432,0.004537624
117,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,6/13/14,50,-528,27.72823272,0.004543492
118,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,6/16/14,53,-525,30.51713482,0.00034107
119,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,6/17/14,54,-524,31.78205885,0.004410046
120,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,6/18/14,55,-523,6.034448189,0.00072641
121,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,6/19/14,56,-522,19.35574757,0.004605843
122,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,6/20/14,57,-521,27.46175354,0.009426938
123,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,6/23/14,60,-518,94.68755507,0.009397106
124,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,6/24/14,61,-517,62.00017562,0.00013194
125,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,6/25/14,62,-516,87.75815967,0.008887793
126,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,6/26/14,63,-515,75.96957214,0.007858225
127,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,6/27/14,64,-514,67.92246915,0.002453154
128,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,6/30/14,67,-511,35.38963199,0.007192827
129,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,7/1/14,68,-510,85.18911307,0.003767238
130,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,7/2/14,69,-509,82.86228907,0.008476925
131,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,7/3/14,70,-508,96.87043562,0.003567472
132,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,7/7/14,74,-504,29.43776075,0.006552766
133,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,7/8/14,75,-503,23.5923093,0.001261567
134,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,7/9/14,76,-502,16.24073854,0.006203941
135,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,7/10/14,77,-501,16.7689122,0.006245872
136,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,7/11/14,78,-500,4.256913298,0.006583949
137,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,7/14/14,81,-497,86.05455157,0.009839507
138,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,7/15/14,82,-496,20.59376703,0.002865678
139,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,7/16/14,83,-495,17.18038511,0.003753806
140,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,7/17/14,84,-494,80.79081597,0.006107785
141,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,7/18/14,85,-493,15.31166552,0.006571898
142,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,7/21/14,88,-490,82.66167738,0.009276472
143,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,7/22/14,89,-489,71.34506277,0.003197767
144,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,7/23/14,90,-488,49.43401933,0.002308767
145,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,7/24/14,91,-487,0.768876114,0.000145687
146,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,7/25/14,92,-486,33.70126024,0.001102244
147,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,7/28/14,95,-483,83.21171486,0.001850669
148,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,7/29/14,96,-482,17.67890322,0.004842013
149,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,7/30/14,97,-481,14.6872623,0.005073986
150,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,7/31/14,98,-480,13.27355368,0.002646777
151,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,8/1/14,99,-479,19.73550404,0.001260573
152,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,8/4/14,102,-476,75.14567579,0.009546412
153,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,8/5/14,103,-475,46.14784916,3.97886E-05
154,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,8/6/14,104,-474,72.10606145,0.007248625
155,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,8/7/14,105,-473,10.04484115,0.003284512
156,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,8/8/14,106,-472,5.546056181,0.005774058
157,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,8/11/14,109,-469,83.08205761,0.007581622
158,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,8/12/14,110,-468,15.11747154,0.006599418
159,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,8/13/14,111,-467,84.03527487,0.008258279
160,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,8/14/14,112,-466,33.95360608,0.009721365
161,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,8/15/14,113,-465,59.82450314,0.003818807
162,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,8/18/14,116,-462,50.08936044,0.005630427
163,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,8/19/14,117,-461,10.82151741,0.00402555
164,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,8/20/14,118,-460,84.3209048,0.006829195
165,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,8/21/14,119,-459,32.85397105,0.004355215
166,AstraZeneca Tagrisso 2014-04-24,AstraZeneca,Tagrisso,4/24/14,11/23/15,AZN,8/22/14,120,-458,74.17020528,0.008283463
167,AstraZeneca Tagrisso 2015-11-24,AstraZeneca,Tagrisso,11/24/15,3/30/17,AZN,7/27/15,-120,-612,68.33220627,0.003980377
168,AstraZeneca Tagrisso 2015-11-24,AstraZeneca,Tagrisso,11/24/15,3/30/17,AZN,7/28/15,-119,-611,80.9558392,0.006539842
169,AstraZeneca Tagrisso 2015-11-24,AstraZeneca,Tagrisso,11/24/15,3/30/17,AZN,7/29/15,-118,-610,8.037633124,0.006670732
170,AstraZeneca Tagrisso 2015-11-24,AstraZeneca,Tagrisso,11/24/15,3/30/17,AZN,7/30/15,-117,-609,83.83629293,0.007667372
171,AstraZeneca Tagrisso 2015-11-24,AstraZeneca,Tagrisso,11/24/15,3/30/17,AZN,7/31/15,-116,-608,57.93132502,0.008495023
172,AstraZeneca Tagrisso 2015-11-24,AstraZeneca,Tagrisso,11/24/15,3/30/17,AZN,8/3/15,-113,-605,54.46997541,0.00568074
173,AstraZeneca Tagrisso 2015-11-24,AstraZeneca,Tagrisso,11/24/15,3/30/17,AZN,8/4/15,-112,-604,87.31784742,0.00407768
174,AstraZeneca Tagrisso 2015-11-24,AstraZeneca,Tagrisso,11/24/15,3/30/17,AZN,8/5/15,-111,-603,46.79325186,0.009246549
175,AstraZeneca Tagrisso 2015-11-24,AstraZeneca,Tagrisso,11/24/15,3/30/17,AZN,8/6/15,-110,-602,83.30975432,0.003931476
176,AstraZeneca Tagrisso 2015-11-24,AstraZeneca,Tagrisso,11/24/15,3/30/17,AZN,8/7/15,-109,-601,30.21805592,0.003114674
177,AstraZeneca Tagrisso 2015-11-24,AstraZeneca,Tagrisso,11/24/15,3/30/17,AZN,8/10/15,-106,-598,1.201260853,0.007093402
178,AstraZeneca Tagrisso 2015-11-24,AstraZeneca,Tagrisso,11/24/15,3/30/17,AZN,8/11/15,-105,-597,94.62486917,3.92776E-05
179,AstraZeneca Tagrisso 2015-11-24,AstraZeneca,Tagrisso,11/24/15,3/30/17,AZN,8/12/15,-104,-596,38.20570727,0.00408115
